,id,neighbourhood,room_type,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,host_since,host_is_superhost,bathrooms,bedrooms,beds,bed_type,cleaning_fee,guests_included,extra_people,maximum_nights,instant_bookable,is_business_travel_ready,cancellation_policy,require_guest_profile_picture,require_guest_phone_verification,price
1356,6013,San Telmo,Entire home/apt,2,68,3/14/20,2.72,1,174,4/25/18,t,1.0,2,3,Real Bed,2095,5,559,60,f,f,moderate,f,f,3
1357,9016,Recoleta,Entire home/apt,2,40,3/31/20,2.49,11,180,8/4/15,t,1.0,0,1,Real Bed,1325,1,0,1125,t,f,flexible,f,f,3
1358,12670,San Nicolás,Entire home/apt,2,6,3/17/20,0.92,2,350,6/18/19,f,1.0,0,3,Real Bed,2092,2,349,1125,t,f,flexible,f,f,2
1359,10608,Palermo,Entire home/apt,6,1,7/14/19,0.09,1,180,8/31/16,f,1.0,1,1,Real Bed,767,1,0,1125,t,f,flexible,f,f,2
1360,6070,San Nicolás,Entire home/apt,7,20,12/2/19,0.79,2,89,5/3/18,f,1.0,1,1,Real Bed,1744,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
1361,1729,Villa Crespo,Entire home/apt,10,16,11/28/19,0.26,1,358,4/17/14,f,1.0,1,1,Real Bed,2095,1,0,1125,f,f,moderate,f,f,3
1362,9865,Palermo,Entire home/apt,1,9,3/29/20,1.36,2,364,1/28/16,t,1.0,2,5,Real Bed,1744,1,0,1125,f,f,flexible,f,f,4
1363,10303,Recoleta,Entire home/apt,1,4,2/29/20,0.3,3,360,12/19/16,f,1.0,0,1,Real Bed,1046,2,0,30,t,f,flexible,f,f,2
1364,8624,Balvanera,Entire home/apt,1,3,4/30/20,0.18,2,359,2/10/14,t,1.0,1,1,Real Bed,2099,3,980,365,t,f,flexible,f,f,2
1365,3745,Recoleta,Entire home/apt,5,1,3/18/17,0.03,1,89,12/31/16,f,2.0,2,3,Real Bed,1534,1,0,1125,f,f,flexible,f,f,4
1366,10520,Recoleta,Entire home/apt,3,8,3/19/20,0.73,2,365,5/27/19,f,1.0,0,1,Real Bed,697,1,0,60,t,f,flexible,f,f,3
1367,9125,Palermo,Entire home/apt,2,55,3/17/20,3.44,16,266,11/29/15,f,1.0,0,1,Real Bed,1191,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
1368,13305,Recoleta,Entire home/apt,1,4,3/18/20,0.9,1,361,11/15/17,f,1.0,1,1,Real Bed,1751,1,0,1125,f,f,moderate,f,f,1
1369,13444,Palermo,Entire home/apt,1,1,2/21/20,0.24,1,365,1/24/19,f,1.0,1,1,Real Bed,1744,1,0,7,t,f,flexible,f,f,3
1370,8134,Palermo,Entire home/apt,5,9,3/19/20,0.48,1,364,10/5/15,f,1.0,1,1,Real Bed,2339,1,0,360,f,f,flexible,f,f,1
1371,9258,Palermo,Entire home/apt,3,19,3/11/20,1.26,17,113,2/5/19,t,1.0,1,1,Real Bed,2103,1,0,90,t,f,strict_14_with_grace_period,f,f,4
1372,3682,Palermo,Entire home/apt,10,11,12/11/19,0.26,4,326,4/25/15,t,1.0,1,4,Real Bed,2305,1,0,180,t,f,strict_14_with_grace_period,f,f,1
1373,12566,La Boca,Entire home/apt,2,2,2/24/20,0.27,1,360,6/29/16,f,1.0,1,1,Real Bed,630,1,0,1125,f,f,moderate,f,f,1
1374,3999,Monserrat,Private room,2,35,2/10/20,0.9,3,141,11/19/13,t,1.5,1,1,Real Bed,838,1,698,30,f,f,moderate,f,f,1
1375,7341,Palermo,Entire home/apt,5,5,12/31/18,0.25,2,0,9/30/18,f,1.0,1,1,Real Bed,1744,1,1395,1125,f,f,moderate,f,f,4
1376,9614,Palermo,Entire home/apt,3,32,3/8/20,2.15,1,267,3/25/19,f,2.0,2,5,Real Bed,1192,1,0,1125,f,f,flexible,f,f,4
1377,4857,Monserrat,Entire home/apt,20,13,3/15/20,0.48,5,359,3/14/13,f,1.0,1,4,Real Bed,978,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
1378,776,Palermo,Private room,2,150,2/8/20,1.85,7,156,8/26/12,t,1.0,1,1,Real Bed,561,2,0,1125,t,f,moderate,t,f,2
1379,10105,Palermo,Entire home/apt,2,5,7/17/19,0.36,1,139,5/5/12,f,1.0,1,1,Real Bed,701,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
1380,2468,Palermo,Entire home/apt,7,132,6/6/20,2.49,1,60,9/23/15,f,1.0,1,2,Real Bed,631,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
1381,10627,Villa Crespo,Entire home/apt,1,1,6/17/19,0.08,1,0,12/5/18,f,1.0,1,3,Real Bed,0,1,0,1125,f,f,flexible,f,f,3
1382,6454,Recoleta,Hotel room,1,1,2/5/20,0.22,46,342,8/1/16,f,1.0,1,1,Real Bed,0,1,3487,1124,t,f,moderate,f,f,1
1383,7791,Retiro,Entire home/apt,2,35,3/22/20,1.78,24,345,1/13/14,t,1.0,1,1,Real Bed,1257,2,0,1125,t,f,flexible,f,f,4
1384,660,Colegiales,Entire home/apt,3,60,6/7/19,0.72,1,359,6/9/13,f,1.5,2,3,Real Bed,2514,1,0,365,f,f,strict_14_with_grace_period,f,f,3
1385,11133,Monserrat,Entire home/apt,2,2,8/24/19,0.19,2,0,11/21/18,f,1.0,1,1,Real Bed,0,1,0,1125,t,f,flexible,f,f,1
1386,10779,Recoleta,Private room,2,10,2/17/20,1.14,1,364,12/26/11,f,1.0,1,2,Real Bed,1000,1,0,30,t,f,flexible,f,f,1
1387,11378,Recoleta,Entire home/apt,2,31,3/14/20,3.01,4,187,3/27/13,f,1.0,0,2,Real Bed,1395,2,558,1125,t,f,strict_14_with_grace_period,t,t,3
1388,7707,Constitución,Entire home/apt,14,6,2/24/20,0.52,28,359,5/22/16,f,1.0,1,3,Real Bed,2793,2,349,200,t,f,moderate,f,f,2
1389,7024,Palermo,Entire home/apt,2,15,8/3/19,0.71,2,321,3/16/14,f,1.0,1,2,Real Bed,1200,1,0,120,f,f,strict_14_with_grace_period,f,f,2
1390,4337,San Cristóbal,Entire home/apt,2,16,2/24/20,0.52,1,83,11/21/15,t,1.0,1,1,Real Bed,300,1,250,35,f,f,strict_14_with_grace_period,f,f,1
1391,10888,Palermo,Entire home/apt,1,31,3/20/20,2.66,35,325,8/7/14,t,1.0,1,1,Real Bed,2441,2,697,1125,t,f,strict_14_with_grace_period,f,f,2
1392,12655,Palermo,Entire home/apt,1,10,3/9/20,1.41,1,175,3/9/17,t,1.0,0,1,Real Bed,1325,1,0,90,t,f,flexible,f,f,3
1393,12939,San Nicolás,Entire home/apt,2,1,2/20/20,0.23,4,362,3/20/15,f,1.0,1,3,Real Bed,600,1,0,1125,t,f,strict_14_with_grace_period,f,f,1
1394,10864,Balvanera,Entire home/apt,2,7,12/31/19,0.67,1,137,7/6/17,f,1.0,2,3,Real Bed,1046,1,0,18,f,f,moderate,f,f,3
1395,12541,Palermo,Entire home/apt,14,4,3/14/20,0.58,18,70,11/3/15,f,1.0,0,1,Real Bed,1397,1,0,365,f,f,strict_14_with_grace_period,f,f,3
1396,7219,Palermo,Entire home/apt,2,3,3/10/19,0.15,1,0,9/29/16,f,1.0,0,1,Real Bed,1674,1,0,30,t,f,moderate,f,f,3
1397,8026,Recoleta,Entire home/apt,2,18,3/2/20,1.6,2,364,3/5/16,t,1.0,1,3,Real Bed,1395,2,349,1125,t,f,moderate,f,f,4
1398,5120,Recoleta,Entire home/apt,7,24,4/21/19,0.86,8,0,3/20/17,t,1.0,0,4,Real Bed,1744,3,349,180,t,f,moderate,f,f,3
1399,13691,Puerto Madero,Entire home/apt,3,1,3/11/20,0.28,8,358,4/8/18,t,1.5,1,4,Real Bed,2799,1,0,1125,t,f,moderate,f,f,4
1400,11470,Chacarita,Entire home/apt,7,11,3/25/20,1.18,19,360,8/17/18,f,1.0,0,1,Real Bed,1190,1,0,1125,f,f,flexible,f,f,2
1401,7197,Núñez,Entire home/apt,10,3,8/6/19,0.17,1,175,4/27/13,f,2.5,3,3,Real Bed,3499,5,0,60,f,f,flexible,f,f,4
1402,3125,San Nicolás,Entire home/apt,7,10,8/16/19,0.21,1,203,6/10/16,f,1.0,1,1,Real Bed,0,1,250,1125,f,f,flexible,f,f,1
1403,5474,Belgrano,Entire home/apt,3,15,4/1/20,0.52,1,0,9/26/17,f,1.0,1,1,Real Bed,701,1,0,30,t,f,strict_14_with_grace_period,f,f,2
1404,11526,San Nicolás,Entire home/apt,3,14,3/24/20,1.57,1,308,8/14/19,t,1.0,0,4,Real Bed,907,2,488,60,t,f,flexible,f,f,1
1405,6095,Monserrat,Entire home/apt,3,44,2/16/20,1.84,2,359,6/8/15,f,1.0,1,1,Real Bed,1397,1,0,30,f,f,moderate,f,f,2
1406,649,Palermo,Entire home/apt,3,199,3/5/20,2.37,1,355,12/17/10,t,1.0,1,0,Real Bed,2092,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
1407,1428,Retiro,Private room,4,13,2/24/17,0.2,1,365,11/1/14,f,1.0,1,2,Real Bed,2261,1,1559,1125,f,f,flexible,f,f,3
1408,8384,Parque Patricios,Entire home/apt,1,12,3/6/19,0.66,1,0,6/11/18,f,1.0,1,2,Real Bed,350,1,0,1125,t,f,flexible,f,f,1
1409,340,San Telmo,Shared room,2,41,11/22/19,0.44,9,0,7/27/12,t,4.0,1,4,Real Bed,0,1,680,70,f,f,flexible,f,f,1
1410,9943,Palermo,Entire home/apt,4,10,1/19/20,0.74,10,174,6/7/11,f,1.0,1,1,Real Bed,1257,1,0,90,t,f,strict_14_with_grace_period,f,f,3
1411,4007,Caballito,Entire home/apt,2,29,1/25/20,0.76,1,142,3/16/17,t,1.0,1,1,Real Bed,1959,1,700,60,f,f,strict_14_with_grace_period,f,f,2
1412,2014,Balvanera,Entire home/apt,3,7,3/13/20,0.29,4,355,7/26/15,t,1.0,1,3,Real Bed,697,3,1395,1125,f,f,strict_14_with_grace_period,f,f,4
1413,6016,Recoleta,Entire home/apt,90,2,1/3/20,0.08,1,287,7/10/16,f,3.0,2,4,Real Bed,0,1,0,180,f,f,strict_14_with_grace_period,f,f,4
1414,7550,Palermo,Entire home/apt,2,2,3/12/19,0.13,1,84,8/15/16,f,1.0,1,1,Real Bed,1257,1,0,1125,t,f,moderate,f,f,3
1415,5805,San Telmo,Entire home/apt,2,15,6/4/19,0.57,4,174,3/14/18,f,1.0,2,2,Real Bed,907,3,907,1125,f,f,strict_14_with_grace_period,f,f,4
1416,4446,Palermo,Entire home/apt,10,1,12/4/17,0.03,1,0,7/8/17,f,1.5,2,3,Real Bed,2000,1,400,60,f,f,flexible,f,f,1
1417,2628,Recoleta,Entire home/apt,3,159,2/29/20,3.07,3,364,2/9/16,t,1.5,2,4,Real Bed,3138,1,0,1125,t,f,strict_14_with_grace_period,f,f,4
1418,2923,Palermo,Private room,2,12,3/31/17,0.24,1,0,1/13/15,f,1.5,1,1,Real Bed,100,1,0,12,f,f,flexible,f,f,1
1419,8329,Recoleta,Entire home/apt,1,41,3/14/20,2.33,1,246,8/1/18,t,1.0,1,1,Real Bed,558,1,0,1125,t,f,moderate,f,f,2
1420,9235,Puerto Madero,Entire home/apt,3,3,6/22/19,0.21,1,360,2/25/19,f,1.5,1,1,Real Bed,4898,1,0,1125,t,f,flexible,f,f,4
1421,1852,Palermo,Entire home/apt,5,21,3/2/18,0.35,1,174,5/22/15,f,2.0,1,2,Real Bed,1402,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
1422,7808,Chacarita,Entire home/apt,4,2,4/16/19,0.13,2,265,11/6/18,f,2.5,2,2,Real Bed,2099,1,0,15,f,f,flexible,f,f,4
1423,6432,Almagro,Private room,1,21,12/30/19,0.89,1,21,4/21/18,t,1.0,1,1,Real Bed,340,1,0,20,f,f,flexible,f,f,1
1424,2876,Monserrat,Entire home/apt,1,33,11/10/19,0.69,3,359,1/1/12,f,1.0,2,4,Real Bed,1746,2,419,1125,t,f,flexible,f,f,4
1425,13329,Recoleta,Entire home/apt,2,1,3/31/20,0.35,1,168,9/1/18,f,1.0,2,3,Real Bed,838,4,0,60,t,f,strict_14_with_grace_period,f,f,3
1426,4894,Villa Urquiza,Entire home/apt,14,90,5/28/20,2.82,1,171,10/8/17,t,1.0,2,3,Real Bed,0,4,400,1125,t,f,strict_14_with_grace_period,f,f,1
1427,10145,Palermo,Entire home/apt,3,31,3/14/20,2.43,4,357,8/21/16,t,1.0,0,3,Real Bed,1744,1,0,35,t,f,flexible,f,f,3
1428,943,Balvanera,Entire home/apt,4,25,1/27/18,0.35,1,365,1/1/14,f,1.5,1,2,Real Bed,3138,3,3836,1125,f,f,strict_14_with_grace_period,f,f,4
1429,4173,Palermo,Private room,2,98,1/4/20,2.6,1,359,5/23/14,f,2.0,1,1,Real Bed,698,1,0,25,f,f,flexible,f,f,1
1430,9909,Recoleta,Hotel room,3,1,7/9/19,0.09,46,365,8/1/16,f,2.5,1,4,Real Bed,0,1,697,1125,t,f,strict_14_with_grace_period,f,f,1
1431,1534,Balvanera,Entire home/apt,3,1,10/8/17,0.03,1,0,5/1/14,f,1.0,2,3,Real Bed,1395,2,1046,90,f,f,strict_14_with_grace_period,f,f,3
1432,4232,Recoleta,Entire home/apt,5,7,3/31/20,0.26,72,364,5/23/14,f,1.0,0,1,Real Bed,1744,1,0,1125,t,f,strict_14_with_grace_period,f,f,2
1433,13683,Balvanera,Private room,2,3,4/14/20,0.76,1,175,1/8/20,f,1.0,1,1,Real Bed,700,1,0,5,f,f,flexible,f,f,1
1434,8421,Palermo,Entire home/apt,5,16,4/14/20,1.03,12,359,6/29/11,t,1.0,1,1,Real Bed,1397,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
1435,1111,Palermo,Entire home/apt,2,26,12/6/17,0.36,1,174,11/10/13,f,1.0,0,1,Real Bed,2449,2,1399,365,t,f,strict_14_with_grace_period,f,f,4
1436,7384,Palermo,Entire home/apt,4,7,12/4/18,0.34,1,358,11/26/17,f,1.0,1,1,Real Bed,500,1,0,1125,t,f,flexible,f,f,1
1437,8462,Belgrano,Private room,2,1,2/7/19,0.06,2,0,11/12/18,f,1.5,1,3,Real Bed,0,1,1046,30,t,f,flexible,f,f,2
1438,8390,San Nicolás,Entire home/apt,2,18,6/5/20,0.99,6,32,9/3/14,f,1.0,0,1,Real Bed,1395,1,0,1125,t,f,moderate,f,f,1
1439,13467,Palermo,Private room,1,4,6/3/20,0.82,7,257,1/3/17,t,3.0,1,1,Real Bed,0,1,0,1125,t,f,moderate,f,f,1
1440,11969,Palermo,Entire home/apt,3,3,3/15/20,0.36,6,359,6/9/15,t,1.0,1,1,Real Bed,2095,1,0,1125,t,f,strict_14_with_grace_period,f,f,3
1441,6139,Chacarita,Entire home/apt,3,51,3/8/20,2.02,3,360,12/21/15,f,1.0,1,1,Real Bed,1259,1,0,180,f,f,moderate,f,f,2
1442,12017,Retiro,Entire home/apt,2,7,2/29/20,0.91,1,86,9/26/19,f,1.0,1,1,Real Bed,1753,1,0,28,t,f,strict_14_with_grace_period,f,f,1
1443,12396,Palermo,Entire home/apt,1,7,3/19/20,0.9,8,365,11/23/16,f,1.0,0,1,Real Bed,2790,1,349,14,t,f,flexible,f,f,1
1444,12341,Recoleta,Entire home/apt,2,4,2/26/20,0.51,2,355,1/21/19,f,1.5,3,5,Real Bed,1401,4,350,1125,t,f,flexible,f,f,4
1445,3448,San Telmo,Entire home/apt,3,83,2/20/20,1.88,1,175,8/18/15,t,1.0,0,2,Real Bed,1399,1,0,21,f,f,moderate,f,f,4
1446,12648,Villa Urquiza,Entire home/apt,3,8,3/18/20,1.21,1,360,8/17/19,f,1.0,1,1,Real Bed,1539,1,840,1125,t,f,moderate,f,f,4
1447,8301,Palermo,Entire home/apt,3,6,4/13/20,0.37,1,176,12/13/18,f,1.0,1,1,Real Bed,1051,1,0,1125,f,f,flexible,f,f,3
1448,4633,Palermo,Entire home/apt,3,11,7/26/19,0.34,1,88,8/14/17,f,1.0,1,3,Real Bed,600,1,500,15,f,f,moderate,f,f,3
1449,4799,Puerto Madero,Hotel room,1,189,3/12/20,6.03,1,85,9/20/14,t,1.5,0,1,Real Bed,1749,2,0,1125,t,f,flexible,f,f,3
1450,4878,Villa Crespo,Entire home/apt,3,25,4/12/20,0.78,1,264,8/6/16,t,1.0,1,2,Real Bed,1200,1,0,1125,t,f,strict_14_with_grace_period,f,f,1
1451,8228,Palermo,Entire home/apt,4,35,3/9/20,1.99,4,176,10/5/16,f,1.0,1,1,Real Bed,1051,1,0,180,f,f,strict_14_with_grace_period,f,f,1
1452,12781,Palermo,Entire home/apt,3,6,2/25/20,0.92,1,19,3/4/19,t,1.0,2,2,Real Bed,1186,3,0,1125,f,f,moderate,f,f,3
1453,8295,Palermo,Entire home/apt,3,41,3/14/20,2.46,1,350,12/13/18,t,1.5,1,1,Real Bed,1816,2,698,270,t,f,moderate,f,f,2
1454,3570,Palermo,Entire home/apt,5,83,12/18/19,1.92,2,363,5/16/15,t,1.0,1,1,Real Bed,1949,1,0,1000,t,f,moderate,f,f,3
1455,1551,Recoleta,Entire home/apt,3,156,3/14/20,2.36,3,353,12/28/14,t,1.0,1,2,Real Bed,1395,2,697,1125,f,f,strict_14_with_grace_period,f,f,2
1456,10648,Palermo,Entire home/apt,3,6,10/25/19,0.5,5,0,2/1/16,t,1.0,1,1,Real Bed,550,1,0,30,f,f,flexible,f,f,1
1457,1780,Almagro,Private room,2,28,5/5/20,0.7,2,127,4/12/15,t,1.5,1,3,Real Bed,0,1,350,1125,t,f,moderate,f,f,1
1458,10076,Caballito,Entire home/apt,1,2,5/17/19,0.15,1,0,4/25/19,f,1.0,1,1,Real Bed,250,1,0,3,t,f,strict_14_with_grace_period,f,f,1
1459,150,Palermo,Entire home/apt,14,65,1/29/20,0.62,13,364,7/8/10,t,1.5,1,1,Real Bed,2092,1,0,1124,t,f,strict_14_with_grace_period,t,f,3
1460,7904,Retiro,Entire home/apt,3,13,2/4/20,0.68,1,364,11/14/18,f,1.0,2,4,Real Bed,900,1,0,1125,f,f,flexible,f,f,1
1461,5294,San Nicolás,Entire home/apt,1,96,3/27/20,3.2,6,180,2/20/13,t,1.0,1,1,Real Bed,1395,2,697,1125,f,f,moderate,f,f,3
1462,6026,Monserrat,Entire home/apt,5,30,3/19/20,1.17,1,174,1/7/18,f,1.0,1,2,Real Bed,450,1,0,1125,t,f,moderate,f,f,1
1463,8651,Constitución,Private room,1,1,4/20/19,0.07,1,175,1/13/19,f,1.0,1,1,Real Bed,1050,1,700,15,f,f,flexible,f,f,2
1464,2927,Retiro,Entire home/apt,2,5,6/10/18,0.13,1,358,9/25/14,f,1.0,1,3,Real Bed,0,2,351,60,t,f,flexible,f,f,4
1465,13290,Recoleta,Entire home/apt,30,6,3/17/20,1.23,1,288,1/7/20,f,1.0,2,3,Real Bed,2720,3,349,1125,f,f,moderate,f,f,4
1466,4765,Palermo,Entire home/apt,2,26,12/22/19,0.78,1,0,1/11/16,t,1.0,1,1,Real Bed,2790,3,0,1125,f,f,moderate,f,f,3
1467,8690,San Nicolás,Entire home/apt,3,65,3/10/20,4.08,1,364,1/15/19,t,1.0,1,1,Real Bed,697,1,0,60,f,f,moderate,f,f,2
1468,271,Recoleta,Entire home/apt,3,61,3/30/20,0.65,1,336,5/2/12,f,1.0,0,0,Real Bed,1744,1,349,179,t,f,strict_14_with_grace_period,f,f,3
1469,8701,Palermo,Entire home/apt,3,21,3/31/20,1.27,1,335,2/27/17,t,2.0,2,2,Real Bed,3499,5,3499,1125,f,f,strict_14_with_grace_period,f,f,4
1470,2110,Caballito,Entire home/apt,7,21,1/2/20,0.37,2,359,1/10/14,t,1.0,1,1,Real Bed,2099,1,0,360,f,f,moderate,f,f,2
1471,7379,Retiro,Private room,4,12,3/7/20,0.58,28,324,6/1/18,f,1.0,0,1,Real Bed,697,2,0,1125,t,f,flexible,f,f,1
1472,7548,Palermo,Entire home/apt,3,30,11/25/19,1.5,1,267,11/24/15,f,1.0,1,1,Real Bed,1052,2,0,1125,t,f,strict_14_with_grace_period,f,f,3
1473,2905,San Telmo,Entire home/apt,2,61,3/16/20,1.24,1,304,4/29/16,t,2.0,3,4,Real Bed,4888,6,0,30,f,f,strict_14_with_grace_period,f,f,4
1474,8564,Núñez,Private room,1,2,2/22/20,0.13,1,175,1/6/19,f,1.5,1,0,Real Bed,300,1,0,1125,t,f,flexible,f,f,1
1475,3906,Balvanera,Private room,2,24,1/31/20,0.62,2,175,2/12/17,f,1.0,1,2,Real Bed,912,1,0,90,t,f,flexible,f,f,1
1476,9740,San Nicolás,Entire home/apt,3,39,3/18/20,2.67,1,179,5/19/15,t,1.0,1,0,Real Bed,697,1,0,1125,t,f,strict_14_with_grace_period,f,f,3
1477,8276,Recoleta,Entire home/apt,4,24,3/17/20,1.31,2,0,3/1/14,t,1.0,0,2,Real Bed,1883,1,0,1125,t,f,strict_14_with_grace_period,f,f,1
1478,4003,Recoleta,Entire home/apt,4,82,3/31/20,2.08,1,108,3/15/17,f,1.0,1,1,Real Bed,1395,1,697,60,f,f,moderate,f,f,3
1479,3854,Balvanera,Entire home/apt,3,6,8/14/19,0.17,18,345,11/11/13,f,1.0,1,2,Real Bed,1399,1,0,1125,f,f,moderate,f,f,2
1480,3696,Palermo,Entire home/apt,4,29,6/1/20,0.74,4,232,6/27/10,t,3.0,4,5,Real Bed,10509,4,1751,100,f,f,strict_14_with_grace_period,f,f,4
1481,3149,Palermo,Private room,1,52,2/22/19,1.09,2,177,2/23/12,f,1.0,1,1,Real Bed,701,1,771,15,f,f,flexible,t,t,1
1482,4264,Belgrano,Private room,1,7,3/1/20,0.19,1,360,9/19/13,f,1.0,1,1,Real Bed,350,1,0,7,f,f,moderate,f,f,1
1483,9412,Recoleta,Entire home/apt,3,36,4/30/20,2.49,11,292,8/28/13,t,1.0,1,1,Real Bed,3487,1,0,240,t,f,moderate,f,f,2
1484,4518,Palermo,Entire home/apt,3,2,12/16/17,0.06,1,0,5/8/17,f,2.0,1,1,Real Bed,2790,1,0,1125,f,f,flexible,f,f,4
1485,8125,Palermo,Entire home/apt,4,8,3/15/20,0.95,1,0,11/16/17,f,3.0,2,5,Real Bed,4533,1,0,1125,f,f,flexible,f,f,4
1486,9800,Palermo,Entire home/apt,2,10,5/16/20,0.69,3,347,5/20/14,t,1.0,1,2,Real Bed,4185,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
1487,2560,Palermo,Entire home/apt,1,151,5/7/20,3.54,3,358,4/23/12,t,1.0,1,1,Real Bed,2580,2,697,1124,f,f,moderate,f,f,3
1488,8428,Recoleta,Entire home/apt,5,1,1/30/20,0.21,60,264,5/29/14,f,1.0,0,2,Real Bed,698,2,698,1125,t,f,moderate,f,f,3
1489,8985,Recoleta,Entire home/apt,1,5,12/3/19,0.3,1,180,1/12/15,f,2.0,1,1,Real Bed,0,1,0,4,t,f,moderate,f,f,3
1490,13282,Recoleta,Entire home/apt,2,4,5/5/20,1.1,1,28,3/20/16,f,1.0,2,3,Real Bed,1395,1,0,30,t,f,moderate,f,f,1
1491,2392,Colegiales,Entire home/apt,2,5,1/13/20,0.09,1,364,3/27/15,f,1.0,1,1,Real Bed,1325,1,0,1125,f,f,strict_14_with_grace_period,f,f,2
1492,12449,Palermo,Private room,3,3,3/13/20,0.55,4,83,6/3/14,f,1.0,1,1,Real Bed,698,1,0,1125,f,f,flexible,f,f,1
1493,7148,Palermo,Entire home/apt,5,1,8/6/19,0.09,9,359,5/26/16,f,1.5,1,1,Real Bed,3492,1,0,1125,f,f,strict_14_with_grace_period,f,f,4
1494,917,Retiro,Entire home/apt,2,144,3/20/20,1.87,1,362,12/15/13,t,1.0,1,3,Real Bed,1052,2,561,1125,f,f,moderate,f,f,2
1495,11204,Palermo,Entire home/apt,3,2,12/26/19,0.32,91,359,9/4/12,f,1.0,0,1,Real Bed,0,1,0,1125,f,f,strict_14_with_grace_period,f,f,3
1496,9733,Recoleta,Entire home/apt,3,13,3/17/20,1.04,1,364,7/28/15,t,1.0,1,1,Real Bed,1395,3,349,1125,t,f,moderate,f,f,2
1497,7228,Balvanera,Entire home/apt,1,2,11/23/19,0.24,4,0,9/20/18,f,1.0,1,1,Real Bed,0,1,0,1125,t,f,strict_14_with_grace_period,f,f,1
1498,11949,Belgrano,Entire home/apt,1,6,1/8/20,0.72,4,360,8/14/12,t,1.0,1,3,Real Bed,850,1,300,365,t,f,flexible,f,f,3
1499,5946,Monserrat,Private room,2,8,3/31/20,0.33,3,324,1/22/12,t,1.0,1,1,Real Bed,2441,1,697,1125,t,f,moderate,f,f,1
1500,10539,Balvanera,Private room,7,4,4/4/20,0.34,1,174,5/28/19,t,1.0,1,1,Real Bed,0,1,0,1125,f,f,strict_14_with_grace_period,f,f,1
1501,7015,Colegiales,Private room,2,3,10/22/18,0.14,1,360,3/31/18,f,1.0,1,1,Real Bed,350,1,1749,1125,f,f,strict_14_with_grace_period,f,f,2
1502,7472,Palermo,Entire home/apt,3,31,3/22/20,1.51,22,141,4/23/13,f,1.5,1,1,Real Bed,2092,2,0,1125,t,f,strict_14_with_grace_period,f,f,4
1503,3586,Balvanera,Entire home/apt,3,78,12/4/19,1.8,1,359,11/18/16,f,1.0,2,4,Real Bed,680,4,750,15,f,f,flexible,f,f,1
1504,1727,Palermo,Entire home/apt,3,16,3/22/18,0.31,2,0,3/18/15,f,1.0,1,1,Real Bed,3487,1,1046,180,f,f,moderate,f,f,4
1505,11948,Palermo,Entire home/apt,1,8,3/12/20,0.95,2,90,9/21/19,t,1.0,1,2,Real Bed,1744,1,0,365,t,f,moderate,f,f,4
1506,1458,Palermo,Entire home/apt,5,6,3/4/19,0.1,7,89,2/6/13,f,2.0,2,2,Real Bed,2339,1,0,180,f,f,strict_14_with_grace_period,f,f,4
1507,6077,Almagro,Shared room,1,35,2/23/20,1.35,12,0,12/27/13,t,2.0,1,1,Real Bed,697,1,0,60,t,f,flexible,f,f,1
1508,4032,Palermo,Entire home/apt,2,28,3/14/20,0.71,9,359,3/1/11,t,1.0,0,1,Real Bed,1048,1,698,90,t,f,moderate,t,t,4
1509,9021,San Nicolás,Entire home/apt,2,34,3/14/20,2.13,1,179,2/9/19,t,1.0,1,3,Real Bed,955,3,393,1125,t,f,flexible,f,f,1
1510,10283,Retiro,Entire home/apt,2,8,3/7/20,1.22,1,323,1/15/19,t,1.0,1,1,Real Bed,1046,2,0,1125,t,f,strict_14_with_grace_period,f,f,3
1511,12800,San Nicolás,Entire home/apt,3,6,2/27/20,0.92,1,363,11/21/19,f,1.0,1,2,Real Bed,0,1,0,20,f,f,flexible,f,f,1
1512,521,Recoleta,Entire home/apt,4,88,5/19/18,1.0,2,362,9/30/11,f,1.0,1,1,Real Bed,2454,2,1753,1125,t,f,strict_14_with_grace_period,t,t,3
1513,3296,Villa Ortúzar,Private room,3,14,6/30/19,0.31,2,360,11/18/15,t,2.0,1,1,Real Bed,800,1,350,270,f,f,moderate,f,f,1
1514,6091,Agronomía,Private room,3,1,7/20/18,0.04,6,360,3/4/15,f,3.0,0,3,Real Bed,400,1,309,180,t,f,flexible,f,f,1
1515,6762,Balvanera,Entire home/apt,3,1,9/1/18,0.05,1,84,11/9/14,f,1.0,2,1,Real Bed,500,1,0,10,t,f,flexible,f,f,1
1516,1252,Balvanera,Private room,10,5,10/10/18,0.13,3,2,3/30/14,t,1.0,1,1,Real Bed,700,1,0,1125,t,f,flexible,f,f,1
1517,3248,Recoleta,Entire home/apt,3,73,3/6/20,1.57,1,269,10/17/12,t,1.0,0,0,Real Bed,697,1,0,1125,t,f,strict_14_with_grace_period,f,f,3
